nH	N	vr	sym
1	17	5000	True
0.515	1.000000	0.971361	0.896753	0.802316	0.713619	0.645667	0.602100	0.579485	0.572715	0.579485	0.602100	0.645667	0.713619	0.802316	0.896753	0.971361	1.000000
0.520	1.000000	0.970808	0.894816	0.798755	0.708672	0.639766	0.595650	0.572778	0.565936	0.572778	0.595650	0.639766	0.708672	0.798755	0.894816	0.970808	1.000000
0.525	1.000000	0.970250	0.892864	0.795170	0.703701	0.633845	0.589184	0.566058	0.559147	0.566058	0.589184	0.633845	0.703701	0.795170	0.892864	0.970250	1.000000
0.530	1.000000	0.969687	0.890896	0.791562	0.698706	0.627903	0.582702	0.559328	0.552348	0.559328	0.582702	0.627903	0.698706	0.791562	0.890896	0.969687	1.000000
0.535	1.000000	0.969118	0.888913	0.787931	0.693688	0.621942	0.576207	0.552587	0.545541	0.552587	0.576207	0.621942	0.693688	0.787931	0.888913	0.969118	1.000000
0.540	1.000000	0.968545	0.886914	0.784277	0.688646	0.615963	0.569699	0.545838	0.538727	0.545838	0.569699	0.615963	0.688646	0.784277	0.886914	0.968545	1.000000
0.545	1.000000	0.967967	0.884900	0.780601	0.683583	0.609966	0.563179	0.539082	0.531908	0.539082	0.563179	0.609966	0.683583	0.780601	0.884900	0.967967	1.000000
0.550	1.000000	0.967383	0.882870	0.776903	0.678498	0.603952	0.556649	0.532320	0.525084	0.532320	0.556649	0.603952	0.678498	0.776903	0.882870	0.967383	1.000000
0.555	1.000000	0.966794	0.880825	0.773184	0.673392	0.597923	0.550108	0.525553	0.518256	0.525553	0.550108	0.597923	0.673392	0.773184	0.880825	0.966794	1.000000
0.560	1.000000	0.966201	0.878765	0.769443	0.668265	0.591878	0.543560	0.518782	0.511427	0.518782	0.543560	0.591878	0.668265	0.769443	0.878765	0.966201	1.000000
0.565	1.000000	0.965602	0.876690	0.765680	0.663118	0.585820	0.537004	0.512008	0.504598	0.512008	0.537004	0.585820	0.663118	0.765680	0.876690	0.965602	1.000000
0.570	1.000000	0.964998	0.874600	0.761897	0.657952	0.579748	0.530441	0.505234	0.497768	0.505234	0.530441	0.579748	0.657952	0.761897	0.874600	0.964998	1.000000
0.575	1.000000	0.964389	0.872495	0.758094	0.652767	0.573664	0.523874	0.498459	0.490941	0.498459	0.523874	0.573664	0.652767	0.758094	0.872495	0.964389	1.000000
0.580	1.000000	0.963776	0.870375	0.754270	0.647565	0.567568	0.517301	0.491685	0.484117	0.491685	0.517301	0.567568	0.647565	0.754270	0.870375	0.963776	1.000000
0.585	1.000000	0.963157	0.868241	0.750427	0.642344	0.561462	0.510726	0.484914	0.477297	0.484914	0.510726	0.561462	0.642344	0.750427	0.868241	0.963157	1.000000
0.590	1.000000	0.962533	0.866092	0.746563	0.637107	0.555346	0.504149	0.478146	0.470482	0.478146	0.504149	0.555346	0.637107	0.746563	0.866092	0.962533	1.000000
0.595	1.000000	0.961904	0.863928	0.742681	0.631853	0.549221	0.497570	0.471383	0.463674	0.471383	0.497570	0.549221	0.631853	0.742681	0.863928	0.961904	1.000000
0.600	1.000000	0.961270	0.861750	0.738779	0.626583	0.543087	0.490991	0.464625	0.456874	0.464625	0.490991	0.543087	0.626583	0.738779	0.861750	0.961270	1.000000
0.605	1.000000	0.960631	0.859557	0.734859	0.621298	0.536947	0.484414	0.457874	0.450084	0.457874	0.484414	0.536947	0.621298	0.734859	0.859557	0.960631	1.000000
0.610	1.000000	0.959987	0.857350	0.730920	0.615998	0.530800	0.477838	0.451132	0.443303	0.451132	0.477838	0.530800	0.615998	0.730920	0.857350	0.959987	1.000000
0.615	1.000000	0.959338	0.855129	0.726963	0.610685	0.524647	0.471265	0.444399	0.436535	0.444399	0.471265	0.524647	0.610685	0.726963	0.855129	0.959338	1.000000
0.620	1.000000	0.958684	0.852894	0.722989	0.605358	0.518490	0.464697	0.437676	0.429779	0.437676	0.464697	0.518490	0.605358	0.722989	0.852894	0.958684	1.000000
0.625	1.000000	0.958025	0.850645	0.718996	0.600018	0.512328	0.458133	0.430965	0.423037	0.430965	0.458133	0.512328	0.600018	0.718996	0.850645	0.958025	1.000000
0.630	1.000000	0.957361	0.848382	0.714987	0.594666	0.506164	0.451576	0.424266	0.416310	0.424266	0.451576	0.506164	0.594666	0.714987	0.848382	0.957361	1.000000
0.635	1.000000	0.956692	0.846105	0.710961	0.589302	0.499997	0.445025	0.417582	0.409599	0.417582	0.445025	0.499997	0.589302	0.710961	0.846105	0.956692	1.000000
0.640	1.000000	0.956019	0.843815	0.706918	0.583926	0.493829	0.438483	0.410912	0.402906	0.410912	0.438483	0.493829	0.583926	0.706918	0.843815	0.956019	1.000000
0.645	1.000000	0.955340	0.841510	0.702859	0.578541	0.487660	0.431950	0.404258	0.396231	0.404258	0.431950	0.487660	0.578541	0.702859	0.841510	0.955340	1.000000
0.650	1.000000	0.954656	0.839193	0.698784	0.573145	0.481491	0.425427	0.397622	0.389577	0.397622	0.425427	0.481491	0.573145	0.698784	0.839193	0.954656	1.000000
0.655	1.000000	0.953967	0.836862	0.694694	0.567740	0.475323	0.418915	0.391003	0.382943	0.391003	0.418915	0.475323	0.567740	0.694694	0.836862	0.953967	1.000000
0.660	1.000000	0.953274	0.834517	0.690588	0.562327	0.469158	0.412415	0.384405	0.376331	0.384405	0.412415	0.469158	0.562327	0.690588	0.834517	0.953274	1.000000
0.665	1.000000	0.952576	0.832159	0.686467	0.556905	0.462994	0.405928	0.377826	0.369742	0.377826	0.405928	0.462994	0.556905	0.686467	0.832159	0.952576	1.000000
0.670	1.000000	0.951872	0.829788	0.682332	0.551475	0.456834	0.399456	0.371269	0.363178	0.371269	0.399456	0.456834	0.551475	0.682332	0.829788	0.951872	1.000000
0.675	1.000000	0.951164	0.827404	0.678182	0.546038	0.450679	0.392998	0.364735	0.356639	0.364735	0.392998	0.450679	0.546038	0.678182	0.827404	0.951164	1.000000
0.680	1.000000	0.950451	0.825007	0.674018	0.540595	0.444528	0.386556	0.358224	0.350126	0.358224	0.386556	0.444528	0.540595	0.674018	0.825007	0.950451	1.000000
0.685	1.000000	0.949733	0.822598	0.669840	0.535146	0.438383	0.380131	0.351738	0.343641	0.351738	0.380131	0.438383	0.535146	0.669840	0.822598	0.949733	1.000000
0.690	1.000000	0.949010	0.820175	0.665649	0.529692	0.432245	0.373723	0.345278	0.337184	0.345278	0.373723	0.432245	0.529692	0.665649	0.820175	0.949010	1.000000
